CodFuncionario;Genero;Faixa Etária;Tipo de Trabalho;Unidades;Centro de Custo;Data de Contratação;Situação;Tipo Pagamento;Motivo Demissão; Salário 
24402;Masculino;25;Tempo Integral;Petrópolis - RJ;RH;05/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 5.838,56 
25432;Masculino;24;Tempo Integral;Três Rios - RJ;Vendas e Marketing;05/06/2019;Inativo;Mensalista;Sem Justa Causa; R$ 8.505,78 
20438;Masculino;50;Tempo Integral;Nova Iguaçu - RJ;Jurídico;05/06/2019;Ativo;Mensalista;Pedido de Demissão; R$ 7.458,40 
27020;Masculino;51;Tempo Parcial;Macaé - RJ;Financeiro;05/06/2019;Ativo;Horista;Sem Justa Causa; R$ 5.488,09 
3962;Masculino;36;Tempo Integral;Petrópolis - RJ;TI;05/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 5.024,66 
3390;Feminino;46;Tempo Integral;Angra dos Reis - RJ;Jurídico;05/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 6.756,80 
17678;Feminino;38;Tempo Integral;Petrópolis - RJ;Pesquisa;05/06/2019;Ativo;Mensalista;Pedido de Demissão; R$ 2.710,00 
4134;Feminino;32;Contrato;Macaé - RJ;Operacional;05/06/2019;Ativo;Horista;Sem Justa Causa; R$ 9.961,38 
11564;Feminino;62;Tempo Integral;Macaé - RJ;Operacional;05/06/2019;Ativo;Mensalista;Pedido de Demissão; R$ 6.763,15 
17276;Feminino;44;Tempo Parcial;Angra dos Reis - RJ;TI;06/06/2019;Inativo;Mensalista;Pedido de Demissão; R$ 7.637,41 
26856;Feminino;45;Tempo Parcial;Macaé - RJ;Vendas e Marketing;06/06/2019;Inativo;Mensalista;Sem Justa Causa; R$ 3.995,75 
16438;Masculino;69;Tempo Integral;Petrópolis - RJ;TI;06/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 7.797,07 
5266;Masculino;45;Tempo Integral;Macaé - RJ;Operacional;06/06/2019;Inativo;Horista;Sem Justa Causa; R$ 8.004,92 
2400;Feminino;48;Tempo Integral;Macaé - RJ;RH;06/06/2019;Ativo;Horista;Sem Justa Causa; R$ 6.178,55 
28252;Masculino;61;Tempo Parcial;Resende - RJ;RH;06/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 8.917,39 
8362;Feminino;22;Contrato;Petrópolis - RJ;Vendas e Marketing;07/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 3.516,62 
29290;Feminino;20;Tempo Integral;Petrópolis - RJ;Pesquisa;07/06/2019;Inativo;Horista;Sem Justa Causa; R$ 4.718,18 
4304;Feminino;62;Tempo Integral;Arraial do Cabo - RJ;Manutenção;07/06/2019;Inativo;Mensalista;Sem Justa Causa; R$ 3.472,99 
772;Masculino;19;Tempo Parcial;Niterói - RJ;Financeiro;10/06/2019;Inativo;Mensalista;Sem Justa Causa; R$ 6.609,13 
18864;Feminino;27;Tempo Integral;Niterói - RJ;Jurídico;10/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 5.600,44 
30336;Feminino;64;Contrato;Arraial do Cabo - RJ;TI;10/06/2019;Inativo;Horista;Sem Justa Causa; R$ 8.434,31 
28078;Feminino;38;Tempo Integral;Macaé - RJ;Manutenção;10/06/2019;Inativo;Mensalista;Sem Justa Causa; R$ 9.945,01 
32420;Feminino;54;Tempo Parcial;Nova Iguaçu - RJ;Gerente Executivo;10/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 7.424,84 
17716;Masculino;27;Contrato;Niterói - RJ;Operacional;11/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 4.694,51 
26458;Masculino;23;Tempo Integral;Macaé - RJ;Vendas e Marketing;11/06/2019;Inativo;Horista;Sem Justa Causa; R$ 4.492,35 
30966;Masculino;22;Contrato;Macaé - RJ;Financeiro;11/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 8.850,89 
11402;Masculino;51;Tempo Parcial;Niterói - RJ;Vendas e Marketing;11/06/2019;Inativo;Mensalista;Pedido de Demissão; R$ 5.280,31 
22070;Feminino;24;Tempo Integral;Petrópolis - RJ;Financeiro;11/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 4.686,43 
28090;Masculino;26;Tempo Integral;Arraial do Cabo - RJ;Jurídico;11/06/2019;Inativo;Mensalista;Sem Justa Causa; R$ 5.888,68 
19510;Masculino;22;Tempo Integral;Macaé - RJ;Jurídico;11/06/2019;Inativo;Mensalista;Pedido de Demissão; R$ 7.971,65 
958;Feminino;60;Tempo Parcial;Nova Iguaçu - RJ;Gerente Executivo;11/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 5.094,85 
10282;Feminino;47;Tempo Integral;Três Rios - RJ;TI;11/06/2019;Inativo;Mensalista;Pedido de Demissão; R$ 5.316,34 
28774;Feminino;66;Tempo Integral;Petrópolis - RJ;Operacional;11/06/2019;Ativo;Horista;Sem Justa Causa; R$ 2.679,46 
14218;Feminino;39;Tempo Integral;Macaé - RJ;Gerente Executivo;11/06/2019;Ativo;Mensalista;Pedido de Demissão; R$ 6.724,99 
30832;Feminino;61;Tempo Integral;Nova Iguaçu - RJ;Vendas e Marketing;12/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 2.630,14 
18142;Masculino;27;Tempo Integral;Macaé - RJ;Manutenção;12/06/2019;Inativo;Mensalista;Sem Justa Causa; R$ 7.190,16 
21164;Masculino;46;Tempo Integral;Três Rios - RJ;RH;12/06/2019;Ativo;Mensalista;Pedido de Demissão; R$ 7.041,37 
4956;Masculino;22;Contrato;Macaé - RJ;Financeiro;12/06/2019;Inativo;Mensalista;Sem Justa Causa; R$ 8.385,98 
28146;Masculino;41;Tempo Integral;Três Rios - RJ;Manutenção;12/06/2019;Ativo;Horista;Sem Justa Causa; R$ 3.088,33 
6532;Feminino;49;Tempo Integral;Angra dos Reis - RJ;Vendas e Marketing;12/06/2019;Inativo;Mensalista;Sem Justa Causa; R$ 7.012,11 
11424;Feminino;34;Tempo Integral;Macaé - RJ;Operacional;12/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 9.191,24 
27246;Masculino;68;Contrato;Macaé - RJ;Operacional;12/06/2019;Ativo;Horista;Sem Justa Causa; R$ 6.668,48 
8304;Masculino;30;Contrato;Três Rios - RJ;Manutenção;12/06/2019;Ativo;Mensalista;Pedido de Demissão; R$ 2.939,08 
5816;Masculino;68;Contrato;Arraial do Cabo - RJ;Pesquisa;12/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 8.221,61 
10968;Feminino;36;Tempo Integral;Macaé - RJ;Pesquisa;12/06/2019;Ativo;Mensalista;Pedido de Demissão; R$ 3.044,43 
27988;Feminino;26;Tempo Integral;Petrópolis - RJ;RH;12/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 8.855,52 
10608;Feminino;28;Tempo Integral;Niterói - RJ;Gerente Executivo;13/06/2019;Ativo;Horista;Pedido de Demissão; R$ 6.933,15 
19462;Masculino;57;Tempo Integral;Macaé - RJ;TI;13/06/2019;Ativo;Mensalista;Pedido de Demissão; R$ 7.576,24 
23774;Feminino;64;Tempo Integral;Macaé - RJ;Operacional;13/06/2019;Inativo;Horista;Sem Justa Causa; R$ 9.871,73 
6572;Masculino;49;Contrato;Nova Iguaçu - RJ;Gerente Executivo;13/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 5.358,91 
10444;Masculino;36;Tempo Integral;Resende - RJ;TI;13/06/2019;Inativo;Mensalista;Pedido de Demissão; R$ 3.977,80 
26232;Masculino;39;Tempo Integral;Petrópolis - RJ;Financeiro;13/06/2019;Inativo;Horista;Sem Justa Causa; R$ 7.987,76 
19354;Feminino;23;Tempo Integral;Niterói - RJ;Operacional;13/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 5.802,08 
118;Masculino;42;Tempo Integral;Angra dos Reis - RJ;Operacional;13/06/2019;Ativo;Horista;Sem Justa Causa; R$ 9.701,61 
18938;Feminino;26;Tempo Parcial;Angra dos Reis - RJ;TI;13/06/2019;Ativo;Mensalista;Pedido de Demissão; R$ 8.413,16 
32370;Feminino;52;Tempo Parcial;Macaé - RJ;Gerente Executivo;13/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 2.658,94 
4918;Masculino;51;Tempo Integral;Três Rios - RJ;Operacional;13/06/2019;Ativo;Horista;Sem Justa Causa; R$ 2.808,27 
31290;Masculino;55;Tempo Integral;Nova Iguaçu - RJ;Operacional;13/06/2019;Inativo;Mensalista;Sem Justa Causa; R$ 3.051,60 
25176;Feminino;19;Tempo Integral;Macaé - RJ;RH;13/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 3.599,26 
7568;Feminino;30;Tempo Integral;Petrópolis - RJ;Jurídico;13/06/2019;Inativo;Mensalista;Sem Justa Causa; R$ 3.109,14 
19526;Masculino;55;Tempo Integral;Angra dos Reis - RJ;Financeiro;13/06/2019;Ativo;Horista;Sem Justa Causa; R$ 9.907,65 
5600;Feminino;57;Tempo Integral;Macaé - RJ;Vendas e Marketing;14/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 2.608,28 
29442;Feminino;40;Tempo Parcial;Três Rios - RJ;RH;14/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 9.803,34 
17320;Masculino;30;Tempo Integral;Niterói - RJ;Financeiro;17/06/2019;Inativo;Mensalista;Pedido de Demissão; R$ 9.760,07 
32672;Feminino;53;Tempo Integral;Três Rios - RJ;TI;17/06/2019;Inativo;Mensalista;Sem Justa Causa; R$ 5.362,86 
27982;Feminino;20;Tempo Parcial;Macaé - RJ;Gerente Executivo;17/06/2019;Inativo;Mensalista;Sem Justa Causa; R$ 8.460,32 
26606;Masculino;33;Tempo Parcial;Petrópolis - RJ;Financeiro;17/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 5.776,72 
17480;Feminino;27;Tempo Parcial;Petrópolis - RJ;TI;17/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 9.530,60 
11444;Masculino;31;Tempo Parcial;Petrópolis - RJ;Manutenção;17/06/2019;Ativo;Horista;Pedido de Demissão; R$ 6.788,23 
4670;Feminino;67;Contrato;Resende - RJ;Manutenção;17/06/2019;Inativo;Mensalista;Sem Justa Causa; R$ 8.737,87 
4116;Feminino;25;Tempo Integral;Macaé - RJ;Pesquisa;17/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 8.812,10 
27228;Masculino;69;Tempo Integral;Petrópolis - RJ;Financeiro;17/06/2019;Inativo;Mensalista;Sem Justa Causa; R$ 7.597,56 
27522;Feminino;70;Tempo Integral;Angra dos Reis - RJ;Operacional;18/06/2019;Inativo;Horista;Sem Justa Causa; R$ 4.682,70 
30444;Masculino;33;Tempo Integral;Nova Iguaçu - RJ;Vendas e Marketing;18/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 5.476,02 
6812;Feminino;32;Tempo Integral;Petrópolis - RJ;Vendas e Marketing;18/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 9.031,95 
26862;Feminino;37;Tempo Integral;Nova Iguaçu - RJ;RH;18/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 9.281,87 
156;Feminino;41;Tempo Parcial;Arraial do Cabo - RJ;Financeiro;18/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 8.011,46 
10346;Masculino;70;Tempo Integral;Macaé - RJ;Vendas e Marketing;18/06/2019;Ativo;Horista;Pedido de Demissão; R$ 2.548,61 
2642;Masculino;44;Contrato;Três Rios - RJ;Financeiro;18/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 5.591,85 
23806;Feminino;54;Tempo Parcial;Angra dos Reis - RJ;RH;18/06/2019;Inativo;Mensalista;Sem Justa Causa; R$ 4.138,75 
30262;Feminino;60;Tempo Integral;Petrópolis - RJ;RH;18/06/2019;Inativo;Mensalista;Sem Justa Causa; R$ 4.563,73 
4564;Masculino;65;Tempo Integral;Niterói - RJ;Gerente Executivo;19/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 9.793,18 
20540;Masculino;22;Tempo Integral;Niterói - RJ;Vendas e Marketing;19/06/2019;Ativo;Horista;Pedido de Demissão; R$ 7.803,82 
10988;Masculino;30;Contrato;Macaé - RJ;Vendas e Marketing;19/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 6.707,67 
11300;Masculino;34;Tempo Integral;Niterói - RJ;Gerente Executivo;19/06/2019;Ativo;Mensalista;Pedido de Demissão; R$ 3.725,98 
7074;Feminino;18;Tempo Integral;Petrópolis - RJ;Manutenção;19/06/2019;Inativo;Mensalista;Sem Justa Causa; R$ 9.852,88 
28018;Feminino;46;Contrato;Três Rios - RJ;Pesquisa;19/06/2019;Inativo;Mensalista;Sem Justa Causa; R$ 7.876,64 
21074;Masculino;55;Tempo Integral;Macaé - RJ;Vendas e Marketing;19/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 6.103,41 
2102;Masculino;40;Tempo Integral;Três Rios - RJ;TI;19/06/2019;Ativo;Horista;Sem Justa Causa; R$ 6.222,31 
10576;Feminino;61;Tempo Integral;Niterói - RJ;Financeiro;19/06/2019;Ativo;Horista;Sem Justa Causa; R$ 7.032,06 
26052;Masculino;61;Tempo Integral;Macaé - RJ;Manutenção;19/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 8.913,28 
12842;Masculino;66;Tempo Integral;Nova Iguaçu - RJ;RH;19/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 9.625,64 
4776;Masculino;55;Contrato;Nova Iguaçu - RJ;Manutenção;19/06/2019;Inativo;Horista;Sem Justa Causa; R$ 3.616,84 
24390;Feminino;49;Tempo Parcial;Petrópolis - RJ;Gerente Executivo;19/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 3.088,99 
14422;Masculino;23;Tempo Integral;Petrópolis - RJ;RH;19/06/2019;Ativo;Mensalista;Pedido de Demissão; R$ 9.813,68 
28070;Masculino;69;Tempo Integral;Macaé - RJ;Financeiro;19/06/2019;Inativo;Mensalista;Sem Justa Causa; R$ 8.298,25 
3204;Masculino;63;Contrato;Petrópolis - RJ;Gerente Executivo;19/06/2019;Inativo;Mensalista;Sem Justa Causa; R$ 7.302,13 
17122;Masculino;23;Tempo Integral;Niterói - RJ;Jurídico;20/06/2019;Inativo;Horista;Pedido de Demissão; R$ 5.551,28 
21656;Feminino;58;Tempo Integral;Macaé - RJ;Pesquisa;20/06/2019;Ativo;Mensalista;Pedido de Demissão; R$ 3.095,36 
29838;Masculino;33;Tempo Integral;Petrópolis - RJ;Vendas e Marketing;20/06/2019;Inativo;Mensalista;Sem Justa Causa; R$ 9.937,08 
18520;Feminino;31;Tempo Integral;Angra dos Reis - RJ;Financeiro;20/06/2019;Inativo;Mensalista;Sem Justa Causa; R$ 9.523,85 
6284;Masculino;28;Tempo Parcial;Angra dos Reis - RJ;Gerente Executivo;20/06/2019;Ativo;Horista;Sem Justa Causa; R$ 5.710,20 
23732;Masculino;53;Tempo Parcial;Angra dos Reis - RJ;Gerente Executivo;20/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 8.166,89 
29382;Masculino;24;Tempo Integral;Resende - RJ;Gerente Executivo;20/06/2019;Inativo;Mensalista;Sem Justa Causa; R$ 6.993,99 
30442;Masculino;25;Contrato;Macaé - RJ;Jurídico;20/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 9.800,78 
15886;Feminino;26;Tempo Integral;Macaé - RJ;Financeiro;20/06/2019;Inativo;Mensalista;Sem Justa Causa; R$ 8.408,24 
26978;Feminino;48;Tempo Integral;Macaé - RJ;TI;20/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 3.884,71 
14190;Feminino;51;Tempo Parcial;Macaé - RJ;Manutenção;20/06/2019;Ativo;Mensalista;Pedido de Demissão; R$ 3.669,22 
3798;Feminino;69;Tempo Integral;Petrópolis - RJ;TI;21/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 8.160,79 
20632;Masculino;39;Tempo Parcial;Macaé - RJ;RH;21/06/2019;Ativo;Mensalista;Pedido de Demissão; R$ 5.298,24 
17608;Feminino;44;Tempo Integral;Macaé - RJ;Pesquisa;24/06/2019;Ativo;Horista;Pedido de Demissão; R$ 5.845,32 
24378;Feminino;62;Contrato;Arraial do Cabo - RJ;Pesquisa;24/06/2019;Ativo;Horista;Sem Justa Causa; R$ 8.480,72 
5186;Masculino;54;Contrato;Petrópolis - RJ;Financeiro;24/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 7.008,85 
31146;Masculino;60;Tempo Parcial;Três Rios - RJ;TI;24/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 5.369,87 
32336;Feminino;19;Tempo Parcial;Resende - RJ;Vendas e Marketing;24/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 2.698,39 
32544;Feminino;37;Tempo Integral;Niterói - RJ;Manutenção;24/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 8.983,92 
4930;Masculino;39;Contrato;Nova Iguaçu - RJ;Operacional;24/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 3.387,28 
32338;Feminino;51;Tempo Integral;Arraial do Cabo - RJ;Vendas e Marketing;24/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 9.051,80 
4392;Feminino;57;Tempo Integral;Niterói - RJ;Gerente Executivo;24/06/2019;Inativo;Mensalista;Sem Justa Causa; R$ 2.787,80 
16382;Masculino;31;Tempo Integral;Petrópolis - RJ;Jurídico;24/06/2019;Inativo;Horista;Sem Justa Causa; R$ 5.666,15 
13478;Feminino;36;Tempo Parcial;Nova Iguaçu - RJ;Pesquisa;24/06/2019;Ativo;Mensalista;Pedido de Demissão; R$ 6.647,66 
15264;Feminino;63;Tempo Integral;Macaé - RJ;RH;24/06/2019;Inativo;Mensalista;Sem Justa Causa; R$ 9.270,50 
28706;Feminino;25;Tempo Integral;Petrópolis - RJ;Manutenção;24/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 4.487,78 
13482;Feminino;69;Tempo Integral;Três Rios - RJ;Pesquisa;24/06/2019;Ativo;Mensalista;Pedido de Demissão; R$ 9.096,47 
4098;Masculino;22;Tempo Integral;Resende - RJ;Financeiro;24/06/2019;Inativo;Mensalista;Sem Justa Causa; R$ 7.417,75 
32204;Feminino;53;Tempo Integral;Angra dos Reis - RJ;Financeiro;25/06/2019;Inativo;Mensalista;Sem Justa Causa; R$ 6.079,54 
4410;Masculino;58;Tempo Integral;Três Rios - RJ;Vendas e Marketing;25/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 3.024,60 
12878;Feminino;22;Contrato;Arraial do Cabo - RJ;Jurídico;25/06/2019;Inativo;Mensalista;Sem Justa Causa; R$ 3.346,12 
22744;Masculino;38;Tempo Integral;Macaé - RJ;TI;25/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 5.509,50 
6206;Feminino;46;Tempo Integral;Macaé - RJ;Financeiro;25/06/2019;Inativo;Mensalista;Sem Justa Causa; R$ 8.612,62 
4536;Feminino;48;Tempo Integral;Macaé - RJ;Financeiro;25/06/2019;Ativo;Horista;Sem Justa Causa; R$ 9.334,36 
30952;Masculino;20;Contrato;Três Rios - RJ;RH;25/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 5.498,90 
21776;Feminino;35;Tempo Parcial;Três Rios - RJ;Operacional;25/06/2019;Inativo;Horista;Pedido de Demissão; R$ 9.760,71 
932;Masculino;20;Tempo Parcial;Macaé - RJ;Pesquisa;25/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 4.293,69 
13376;Feminino;66;Tempo Integral;Macaé - RJ;RH;25/06/2019;Ativo;Horista;Pedido de Demissão; R$ 7.231,66 
12338;Feminino;54;Tempo Integral;Macaé - RJ;Manutenção;25/06/2019;Ativo;Mensalista;Pedido de Demissão; R$ 4.805,93 
30200;Masculino;23;Tempo Integral;Três Rios - RJ;Gerente Executivo;25/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 3.300,19 
30076;Masculino;68;Tempo Parcial;Macaé - RJ;Jurídico;25/06/2019;Inativo;Mensalista;Sem Justa Causa; R$ 9.791,40 
596;Masculino;64;Contrato;Macaé - RJ;TI;25/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 7.244,80 
30280;Feminino;44;Tempo Integral;Macaé - RJ;Pesquisa;25/06/2019;Inativo;Mensalista;Sem Justa Causa; R$ 5.110,72 
23890;Masculino;31;Tempo Integral;Três Rios - RJ;Gerente Executivo;26/06/2019;Inativo;Horista;Sem Justa Causa; R$ 6.478,68 
10960;Feminino;55;Tempo Integral;Macaé - RJ;Operacional;26/06/2019;Ativo;Mensalista;Pedido de Demissão; R$ 8.126,27 
17670;Feminino;37;Tempo Integral;Três Rios - RJ;Operacional;26/06/2019;Ativo;Horista;Pedido de Demissão; R$ 5.789,00 
3162;Feminino;42;Tempo Integral;Niterói - RJ;Pesquisa;26/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 7.049,29 
21536;Masculino;34;Tempo Integral;Petrópolis - RJ;RH;26/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 4.190,52 
7396;Masculino;57;Tempo Parcial;Três Rios - RJ;Manutenção;26/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 5.508,06 
26026;Feminino;29;Tempo Integral;Resende - RJ;RH;26/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 6.018,33 
28136;Masculino;20;Contrato;Macaé - RJ;Jurídico;26/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 6.928,03 
13406;Masculino;39;Contrato;Nova Iguaçu - RJ;Pesquisa;26/06/2019;Ativo;Mensalista;Pedido de Demissão; R$ 5.971,05 
15262;Feminino;21;Tempo Parcial;Angra dos Reis - RJ;Gerente Executivo;26/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 9.459,93 
14392;Feminino;65;Contrato;Nova Iguaçu - RJ;Manutenção;26/06/2019;Ativo;Mensalista;Pedido de Demissão; R$ 9.220,04 
4058;Feminino;22;Tempo Integral;Macaé - RJ;RH;26/06/2019;Inativo;Mensalista;Sem Justa Causa; R$ 4.269,44 
19756;Masculino;41;Contrato;Macaé - RJ;Gerente Executivo;27/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 4.250,93 
10406;Masculino;40;Contrato;Macaé - RJ;Operacional;27/06/2019;Inativo;Mensalista;Pedido de Demissão; R$ 8.060,49 
16952;Masculino;35;Tempo Integral;Resende - RJ;Jurídico;27/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 7.868,12 
6950;Feminino;49;Tempo Integral;Resende - RJ;Manutenção;27/06/2019;Inativo;Horista;Sem Justa Causa; R$ 7.813,04 
12126;Feminino;57;Tempo Integral;Angra dos Reis - RJ;TI;27/06/2019;Inativo;Mensalista;Pedido de Demissão; R$ 4.114,33 
7956;Masculino;47;Tempo Integral;Três Rios - RJ;Financeiro;27/06/2019;Ativo;Mensalista;Pedido de Demissão; R$ 5.720,63 
12336;Feminino;30;Tempo Integral;Nova Iguaçu - RJ;Gerente Executivo;27/06/2019;Ativo;Mensalista;Pedido de Demissão; R$ 2.828,76 
11672;Feminino;52;Tempo Integral;Macaé - RJ;TI;27/06/2019;Ativo;Mensalista;Pedido de Demissão; R$ 4.984,11 
7666;Masculino;55;Tempo Integral;Angra dos Reis - RJ;Manutenção;27/06/2019;Inativo;Horista;Pedido de Demissão; R$ 5.401,64 
27544;Feminino;62;Tempo Parcial;Angra dos Reis - RJ;Manutenção;27/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 6.194,01 
32860;Feminino;28;Tempo Integral;Nova Iguaçu - RJ;Vendas e Marketing;27/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 7.589,17 
28570;Feminino;30;Tempo Integral;Arraial do Cabo - RJ;TI;27/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 9.747,29 
28208;Masculino;61;Tempo Integral;Macaé - RJ;Pesquisa;27/06/2019;Inativo;Mensalista;Sem Justa Causa; R$ 3.384,02 
10312;Masculino;30;Tempo Integral;Petrópolis - RJ;Gerente Executivo;27/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 4.434,72 
14548;Masculino;20;Tempo Integral;Niterói - RJ;Vendas e Marketing;27/06/2019;Ativo;Mensalista;Pedido de Demissão; R$ 7.717,91 
2304;Masculino;65;Contrato;Nova Iguaçu - RJ;Jurídico;28/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 8.816,15 
6450;Masculino;51;Tempo Parcial;Macaé - RJ;Jurídico;28/06/2019;Ativo;Mensalista;Sem Justa Causa; R$ 4.238,63 
11512;Feminino;30;Tempo Integral;Niterói - RJ;Financeiro;01/07/2019;Inativo;Mensalista;Pedido de Demissão; R$ 9.691,28 
5196;Feminino;47;Tempo Parcial;Petrópolis - RJ;Gerente Executivo;02/07/2019;Ativo;Horista;Sem Justa Causa; R$ 6.124,78 
30790;Masculino;32;Tempo Parcial;Macaé - RJ;Jurídico;02/07/2019;Inativo;Mensalista;Sem Justa Causa; R$ 8.897,19 
19886;Feminino;38;Tempo Parcial;Niterói - RJ;Financeiro;02/07/2019;Ativo;Mensalista;Pedido de Demissão; R$ 2.808,08 
10684;Feminino;28;Tempo Integral;Niterói - RJ;Vendas e Marketing;02/07/2019;Inativo;Mensalista;Sem Justa Causa; R$ 2.883,36 
8394;Masculino;49;Tempo Integral;Petrópolis - RJ;Operacional;02/07/2019;Inativo;Mensalista;Sem Justa Causa; R$ 7.614,25 
31414;Masculino;62;Tempo Integral;Macaé - RJ;Jurídico;02/07/2019;Ativo;Mensalista;Sem Justa Causa; R$ 2.902,48 
2776;Feminino;64;Contrato;Arraial do Cabo - RJ;Gerente Executivo;02/07/2019;Inativo;Mensalista;Sem Justa Causa; R$ 7.832,71 
14120;Feminino;60;Tempo Parcial;Angra dos Reis - RJ;TI;02/07/2019;Ativo;Mensalista;Pedido de Demissão; R$ 9.270,51 
21436;Masculino;56;Tempo Integral;Três Rios - RJ;Gerente Executivo;02/07/2019;Ativo;Mensalista;Pedido de Demissão; R$ 5.649,34 
9144;Feminino;49;Contrato;Macaé - RJ;Manutenção;02/07/2019;Ativo;Mensalista;Pedido de Demissão; R$ 7.180,43 
27406;Feminino;22;Tempo Integral;Macaé - RJ;Pesquisa;02/07/2019;Inativo;Mensalista;Sem Justa Causa; R$ 3.960,23 
7106;Masculino;25;Tempo Integral;Três Rios - RJ;Jurídico;02/07/2019;Ativo;Horista;Sem Justa Causa; R$ 8.126,85 
13192;Feminino;18;Tempo Parcial;Petrópolis - RJ;Manutenção;02/07/2019;Ativo;Mensalista;Pedido de Demissão; R$ 6.524,74 
27028;Masculino;66;Contrato;Macaé - RJ;Vendas e Marketing;03/07/2019;Ativo;Mensalista;Sem Justa Causa; R$ 3.969,11 
19830;Masculino;31;Tempo Parcial;Angra dos Reis - RJ;Jurídico;03/07/2019;Ativo;Mensalista;Pedido de Demissão; R$ 4.730,44 
19104;Feminino;69;Contrato;Arraial do Cabo - RJ;RH;03/07/2019;Ativo;Horista;Sem Justa Causa; R$ 3.828,23 
2624;Masculino;30;Tempo Integral;Macaé - RJ;Pesquisa;03/07/2019;Ativo;Horista;Sem Justa Causa; R$ 8.520,96 
21362;Masculino;46;Tempo Integral;Arraial do Cabo - RJ;Jurídico;03/07/2019;Ativo;Mensalista;Pedido de Demissão; R$ 8.092,31 
8354;Feminino;65;Tempo Integral;Três Rios - RJ;Financeiro;03/07/2019;Ativo;Horista;Pedido de Demissão; R$ 7.558,55 
4386;Feminino;32;Tempo Integral;Petrópolis - RJ;Pesquisa;03/07/2019;Inativo;Horista;Sem Justa Causa; R$ 5.111,21 
